source,nation,title
https://fairytalez.com/clematis/,new_zealand_native,Clematis
https://fairytalez.com/the-enchanted-cat/,hungarian,The Enchanted Cat
https://fairytalez.com/the-story-of-schlauraffen-land/,german,The Story of Schlauraffen Land
https://fairytalez.com/little-red-riding-hood/,french,Little Red Riding Hood
https://fairytalez.com/the-portuguese-duck/,scandinavian,The Portuguese Duck
https://fairytalez.com/the-magicians-magic/,maori,The Magician's Magic
https://fairytalez.com/the-raven-brothers-grimm/,german,The Raven (Brothers Grimm)
https://fairytalez.com/dragon-winter-sleep/,chinese,The Dragon After His Winter Sleep
https://fairytalez.com/the-deer-and-the-cyte/,north_american_native,The Deer and the Coyote
https://fairytalez.com/lidushka-and-the-water-demons-wife/,czechoslovak,Lidushka and the Water Demon's Wife
https://fairytalez.com/the-poor-devil/,swedish,The Poor Devil
https://fairytalez.com/the-stars-in-the-water/,irish,The Stars in the Water
https://fairytalez.com/the-three-green-twigs/,german,The Three Green Twigs
https://fairytalez.com/the-ant-and-the-grasshopper/,greek,The Ant and the Grasshopper
https://fairytalez.com/the-king-and-the-ju-ju-tree/,nigerian,The King and the Ju Ju Tree
https://fairytalez.com/the-peacock-and-juno/,greek,The Peacock and Juno
https://fairytalez.com/lazy-jack/,english,Lazy Jack
https://fairytalez.com/silky/,english,Silky
https://fairytalez.com/travelers-plane-tree/,greek,The Travelers and the Plane Tree
https://fairytalez.com/budulinek-story-another-little-boy-opened-door/,czechoslovak,Budulinek: The Story of Another Little Boy Who Opened the Door
https://fairytalez.com/galah-oolah-lizard/,australian_ethnic,"The Galah, and Oolah the Lizard"
https://fairytalez.com/weedah-mocking-bird/,australian_ethnic,Weedah the Mocking Bird
https://fairytalez.com/olive-tree-fig-tree/,greek,The Olive-Tree and the Fig-Tree
https://fairytalez.com/the-lion-and-the-boar/,greek,The Lion and the Boar
https://fairytalez.com/tiki/,maori,Tiki
https://fairytalez.com/the-master-and-his-pupil/,english,The Master and His Pupil
https://fairytalez.com/little-tuk/,nordic,Little Tuk
https://fairytalez.com/odds-and-ends/,german,Odds and Ends
https://fairytalez.com/gold-bearded-man/,hungarian,The Gold-Bearded Man
https://fairytalez.com/mungghee-mussels-brought-creeks/,australian_ethnic,"How Mungghee, or Mussels, were Brought to the Creeks"
https://fairytalez.com/the-mother-and-the-daughter-who-worshipped-the-sun/,indian,The Mother and the Daughter Who Worshipped the Sun
https://fairytalez.com/why-the-curlews-bill-is-long-and-crooked/,north_american_native,Why the Curlew's Bill is Long and Crooked
https://fairytalez.com/holiday-adventures/,german,Holiday Adventures
https://fairytalez.com/the-rabbit-and-the-crow/,north_american_native,The Rabbit and the Crow
https://fairytalez.com/the-language-of-animals/,bulgarian,The Language of Animals
https://fairytalez.com/the-girl-who-trod-on-the-loaf/,danish,The Girl Who Trod on the Loaf
https://fairytalez.com/the-magic-cap/,belgian,The Magic Cap
https://fairytalez.com/oxen-axle-trees/,greek,The Oxen and the Axle-Trees
https://fairytalez.com/the-lion-and-the-crane/,indian,The Lion and the Crane
https://www.worldoftales.com/African_folktales/African_Folktale_39.html#gsc.tab=0,tanzanian,"The Monkey, the Shark, and the Washermans Donkey"
https://fairytalez.com/horseheads/,north_american_native,Horseheads
https://fairytalez.com/the-barbers-clever-wife/,indian,The Barber's Clever Wife
https://fairytalez.com/first-month/,japanese,First Month
https://fairytalez.com/education/,french,Education
https://fairytalez.com/kovlad-1-the-sovereign-of-the-mineral-kingdom/,slavic,Kovlad - 1. The Sovereign of the Mineral Kingdom
https://fairytalez.com/the-fox-and-the-mosquitos/,greek,The Fox and the Mosquitos
https://fairytalez.com/the-lazy-spinner/,german,The Lazy Spinner
https://fairytalez.com/heartbreak-hill/,north_american_native,Heartbreak Hill
https://fairytalez.com/tell-true-friend/,italian,How to To Tell a True Friend
https://fairytalez.com/the-history-of-whittington/,english,The History of Whittington
https://fairytalez.com/wooden-tablet/,chinese,The Wooden Tablet
https://fairytalez.com/the-giant-and-the-tailor/,german,The Giant and the Tailor
https://fairytalez.com/bokwewa-the-humpback/,north_american_native,Bokwewa the Humpback
https://fairytalez.com/grandfather-grandson-eagle-woman/,north_american_native,Grandfather and Grandson and an Eagle Woman
https://fairytalez.com/the-jackal-and-the-pea-hen/,indian,The Jackal and the Pea-Hen
https://fairytalez.com/the-silver-tracks-the-story-of-the-poor-man-who-befriended-a-beggar/,slavic,The Silver Tracks - The Story of the Poor Man Who Befriended a Beggar
https://fairytalez.com/the-ass-and-the-charger/,greek,The Ass and the Charger
https://fairytalez.com/fortune-and-the-wood-cutter/,arabic,Fortune and the Wood-Cutter
https://fairytalez.com/jack-the-dullard/,nordic,Jack the Dullard
https://fairytalez.com/the-shinansha-of-the-south-pointing-carriage/,japanese,"The Shinansha, or the South Pointing Carriage"
https://fairytalez.com/juanita-marianita-the-cat-and-the-bear/,north_american_native,"Juanita, Marianita, The Cat, and the Bear"
https://fairytalez.com/the-wonderful-plough/,scandinavian,The Wonderful Plough
https://fairytalez.com/jack-welchs-death-light/,north_american_native,Jack Welch's Death Light
https://fairytalez.com/the-storks/,danish,The Storks
https://fairytalez.com/hermod-and-hadvor/,icelandic,Hermod and Hadvor
https://fairytalez.com/nelly-the-knocker/,english,Nelly the Knocker
https://fairytalez.com/anthonys-nose/,north_american_native,Anthony's Nose
https://fairytalez.com/the-coyote-and-the-turtle/,north_american_native,The Coyote and the Turtle
https://fairytalez.com/the-selfish-giant/,irish,The Selfish Giant
https://fairytalez.com/the-groac-h-of-the-isle-of-lok/,french,The Groac-h of the Isle of Lok
https://fairytalez.com/guleesh/,celtic,Guleesh
https://fairytalez.com/how-raja-rasalu-swung-the-seventy-fair-maidens-daughters-of-the-king/,indian,"How Raja Rasâlu Swung The Seventy Fair Maidens, Daughters Of The King"
https://fairytalez.com/the-swallow-and-the-other-birds/,greek,The Swallow and the Other Birds
https://fairytalez.com/the-earthquake-fish/,japanese,The Earthquake Fish
https://fairytalez.com/jack-the-giant-killer/,english,Jack the Giant-Killer
https://fairytalez.com/baba-yaga-arthur-ransome-version/,russian,Baba Yaga (Arthur Ransome version)
https://fairytalez.com/sun-frogs/,french,The Sun and the Frogs
https://fairytalez.com/the-waits-of-bremen/,german,The Waits of Bremen
https://fairytalez.com/sigurd-house-nibelungs/,nordic,Sigurd at the House of the Nibelungs
https://fairytalez.com/the-little-farmer/,german,The Little Farmer
https://fairytalez.com/the-little-folks-presents/,german,The Little Folks' Presents
https://fairytalez.com/the-golden-maiden/,armenian,The Golden Maiden
https://fairytalez.com/pintosmalto/,italian,Pintosmalto
https://fairytalez.com/lamb-meek/,brazilian,Why the Lamb is Meek
https://fairytalez.com/the-fox-and-the-cat-brothers-grimm/,german,The Fox and the Cat (Brothers Grimm)
https://fairytalez.com/oak-reed/,french,The Oak and the Reed
https://fairytalez.com/our-ladys-child/,german,Our Lady's Child
https://fairytalez.com/the-three-brothers-2/,serbian,The Three Brothers
https://fairytalez.com/timid-hare-flight-beasts/,indian,The Timid Hare and the Flight of the Beasts
https://fairytalez.com/the-soothsayers-son-2/,indian,The Soothsayer's Son
https://fairytalez.com/two-young-men-went-blue-speaker-definer/,north_american_native,"Two Young Men Who Went to ''The Blue'', Speaker and Definer"
https://fairytalez.com/tigers-decoy/,chinese,The Tiger's Decoy
https://fairytalez.com/the-silent-princess-2/,turkish,The Silent Princess
https://fairytalez.com/linda-branca-and-her-mask/,portuguese,Linda Branca and her Mask
https://fairytalez.com/father-two-daughters/,greek,A Father and His Two Daughters
https://fairytalez.com/dy-yoh-wi-and-his-eagle/,north_american_native,Dy-yoh-wi and His Eagle
https://fairytalez.com/the-three-spinning-women/,german,The Three Spinning Women
https://fairytalez.com/the-elf-maiden/,sami,The Elf Maiden
https://fairytalez.com/the-robe-of-feathers/,japanese,The Robe of Feathers
https://fairytalez.com/mr-miacca/,english,Mr. Miacca
https://fairytalez.com/skadi/,scandinavian,Skadi
https://fairytalez.com/hog-goat-sheep/,french,"The Hog, the Goat and the Sheep"
https://fairytalez.com/fire-god/,chinese,The Fire-God
https://fairytalez.com/tritill-littil-birds/,hungarian,"Tritill, Littil, and the Birds"
https://fairytalez.com/eves-various-children/,german,Eve's Various Children
https://fairytalez.com/thieves-ass/,french,The Thieves and the Ass
https://fairytalez.com/lion-going-war/,french,The Lion Going to War
https://fairytalez.com/the-skeleton-in-armor/,north_american_native,The Skeleton in Armor
https://fairytalez.com/the-she-goats-and-their-beards/,greek,The She-Goats and Their Beards
https://fairytalez.com/the-fish-and-the-ring/,english,The Fish and the Ring
https://fairytalez.com/the-snow-child/,russian,The Snow-Child
https://fairytalez.com/money-box/,danish,The Money Box
https://fairytalez.com/weendigoes-and-the-bone-dwarf/,north_american_native,Weendigoes and the Bone-Dwarf
https://fairytalez.com/dog-chasing-wolf/,greek,The Dog Chasing a Wolf
https://fairytalez.com/kiviung/,north_american_native,Kiviung
https://fairytalez.com/st-andrews-night/,german,St. Andrew's Night
https://fairytalez.com/the-devils-stepping-stones/,north_american_native,The Devil's Stepping Stones
https://fairytalez.com/the-nixy-lake/,german,The Nixy Lake
https://fairytalez.com/the-serpent/,italian,The Serpent
https://fairytalez.com/the-prince-who-wanted-to-see-the-world/,portuguese,The Prince Who Wanted to See the World
https://fairytalez.com/black-bull-of-norroway/,english,Black Bull of Norroway
https://fairytalez.com/cuculin/,irish,Cucúlin
https://fairytalez.com/sun-moon-and-talia/,italian,"Sun, Moon and Talia"
https://fairytalez.com/balder/,nordic,Balder
https://fairytalez.com/how-brave-walter-hunted-wolves/,finnish,How Brave Walter Hunted Wolves
https://fairytalez.com/forty-princes-seven-headed-dragon/,turkish,The Forty Princes and the Seven-headed Dragon
https://fairytalez.com/the-tortoise-and-the-birds/,greek,The Tortoise and the Birds
https://fairytalez.com/the-bear-the-dog-and-the-cat/,russian,"The Bear, the Dog and the Cat"
https://fairytalez.com/the-sturgeon/,german,The Sturgeon
https://fairytalez.com/why-the-deer-has-no-gall/,north_american_native,Why the Deer Has No Gall
https://fairytalez.com/the-lord-of-death/,indian,The Lord of Death
https://fairytalez.com/kingdom-ogres/,chinese,The Kingdom of the Ogres
https://fairytalez.com/three-wonderful-dresses/,turkish,The Three Wonderful Dresses
https://fairytalez.com/the-cat-and-the-mouse/,english,The Cat and the Mouse
https://fairytalez.com/the-magicians-daughter/,scandinavian,The Magician's Daughter
https://fairytalez.com/how-the-cannibals-drove-the-people-from-insofan-mountain-to-the-cross-river-ikom/,nigerian,How the Cannibals drove the People from Insofan Mountain to the Cross River (Ikom)
https://fairytalez.com/the-hares-heart/,polish,The Hare's Heart
https://fairytalez.com/toad-got-bruises/,brazilian,How the Toad Got His Bruises
https://fairytalez.com/the-story-of-the-king-who-would-be-stronger-than-fate/,indian,The Story of the King Who Would Be Stronger Than Fate
https://fairytalez.com/a-legend-of-st-bartholomew/,portuguese,A Legend of St. Bartholomew
https://fairytalez.com/the-bakers-dozen/,north_american_native,The Baker's Dozen
https://fairytalez.com/kil-arthur/,irish,Kil Arthur
https://fairytalez.com/kathchen-and-the-kobold/,german,Käthchen and the Kobold
https://fairytalez.com/the-old-stone-mill/,north_american_native,The Old Stone Mill
https://fairytalez.com/the-frog-princess/,polish,The Frog Princess
https://fairytalez.com/brother-lustig/,german,Brother Lustig
https://fairytalez.com/a-chapter-you-can-skip/,irish,A Chapter You Can Skip
https://fairytalez.com/when-the-birds-would-choose-a-king-which-tells-also-why-the-white-owl-only-flies-by-night/,south_african,When the Birds would Choose a King which Tells Also Why the White Owl Only Flies by Night
https://fairytalez.com/the-story-of-a-clever-tailor/,german,The Story of a Clever Tailor
https://fairytalez.com/the-last-shot-at-germantown/,north_american_native,The Last Shot at Germantown
https://fairytalez.com/katcha-and-the-devil-the-story-of-a-clinging-vine/,czechoslovak,Katcha and the Devil: The Story of a Clinging Vine
https://fairytalez.com/salman-and-rostom/,armenian,Salman and Rostom
https://fairytalez.com/the-children-of-the-limokon/,philippine,The Children of the Limokon
https://fairytalez.com/the-three-dogs-3/,scandinavian,The Three Dogs
https://fairytalez.com/story-queen-flowery-isles/,french,The Story of the Queen of the Flowery Isles
https://fairytalez.com/man-never-laughed/,arabic,The Man Who Never Laughed
https://fairytalez.com/rabbit-indian-chief/,canadian_native,Rabbit and the Indian Chief
https://fairytalez.com/adventures-haroun-al-raschid-caliph-bagdad/,arabic,"The Adventures of Haroun-al-Raschid, Caliph of Bagdad"
https://fairytalez.com/shepherd-paul/,hungarian,Shepherd Paul
https://fairytalez.com/desperate-malachus/,italian,Desperate Malachus
https://fairytalez.com/morozko/,russian,Morozko
https://fairytalez.com/uraschimataro-and-the-turtle/,japanese,Uraschimataro and the Turtle
https://fairytalez.com/thumbling-as-journeyman/,german,Thumbling as Journeyman
https://fairytalez.com/the-sole/,german,The Sole
https://fairytalez.com/the-young-giant/,german,The Young Giant
https://fairytalez.com/the-seal-catchers-adventure/,scottish,The Seal-Catcher's Adventure
https://fairytalez.com/bamboo-turtle/,chinese,Bamboo and the Turtle
https://fairytalez.com/the-magic-swan/,german,The Magic Swan
https://fairytalez.com/lokis-punishment/,nordic,Loki's Punishment
https://fairytalez.com/the-lion-and-the-cat/,north_american_native,The Lion and the Cat
https://fairytalez.com/the-escape-of-juanita/,philippine,The Escape of Juanita
https://fairytalez.com/the-peddlar-of-swaffham/,english,The Peddlar of Swaffham
https://fairytalez.com/evas-luck/,welsh,Eva's Luck
https://fairytalez.com/esben-and-the-witch/,danish,Esben and the Witch
https://fairytalez.com/little-hunchback/,arabic,The Little Hunchback
https://fairytalez.com/girl-horses-head-silkworm-goddess/,chinese,The Girl with the Horse's Head or the Silkworm Goddess
https://fairytalez.com/yellow-dwarf/,french,The Yellow Dwarf
https://fairytalez.com/the-headless-dwarfs/,estonian,The Headless Dwarfs
https://fairytalez.com/water-yoro-fountain-youth/,japanese,The Water of Yoro or the Fountain of Youth
https://fairytalez.com/the-schoolmaster-had-not-reached-orrington/,north_american_native,The Schoolmaster Had Not Reached Orrington
https://fairytalez.com/bat-bramble-seagull/,greek,"The Bat, the Bramble and the Seagull"
https://fairytalez.com/the-fire-quest/,japanese,The Fire Quest
https://fairytalez.com/the-king-of-waterfalls/,celtic,The King of Waterfalls
https://fairytalez.com/the-mikumwess/,north_american_native,The Mikumwess
https://fairytalez.com/the-fisherman-and-his-wife/,german,The Fisherman and his Wife
https://fairytalez.com/little-red-cap-little-red-riding-hood-grimms-version/,german,"Little Red-Cap (Little Red Riding Hood, Grimms' Version)"
https://fairytalez.com/the-great-red-enemy/,new_zealand_native,The Great Red Enemy
https://fairytalez.com/heifer-goat-sheep/,french,"The Heifer, the Goat, and the Sheep"
https://fairytalez.com/the-changeling/,celtic,The Changeling
https://fairytalez.com/the-water-of-life/,german,The Water of Life
https://fairytalez.com/the-outcast-prince/,jewish,The Outcast Prince
https://fairytalez.com/brynhild-won-gunnar/,nordic,How Brynhild Was Won for Gunnar
https://fairytalez.com/talking-fish/,chinese,The Talking Fish
https://fairytalez.com/the-beetle/,scandinavian,The Beetle
https://fairytalez.com/song-bird-healing-waters/,canadian_native,The Song-Bird and the Healing Waters
https://fairytalez.com/men-wolves/,polish,Men-Wolves
https://fairytalez.com/the-dragons-strength-the-story-of-the-youngest-prince-who-killed-the-sparrow/,slavic,The Dragon's Strength - The Story of the Youngest Prince Who Killed the Sparrow
https://fairytalez.com/thor/,nordic,Thor
https://fairytalez.com/broke-away-go-rootabaga-country/,north_american_native,How They Broke Away to Go to the Rootabaga Country
https://fairytalez.com/the-vengence-of-the-goddess/,chinese,The Vengence Of The Goddess
https://fairytalez.com/the-remarkable-rocket/,irish,The Remarkable Rocket
https://fairytalez.com/fairies-or-no-fairies/,irish,Fairies or No Fairies
https://fairytalez.com/the-three-apprentices/,german,The Three Apprentices
https://fairytalez.com/gaffer-death/,german,Gaffer Death
https://fairytalez.com/greed-trifling-thing-led-man-lose-great-one/,chinese,How Greed for a Trifling Thing Led a Man to Lose a Great One
https://fairytalez.com/talking-silver-foxes/,chinese,The Talking Silver Foxes
https://fairytalez.com/the-flying-trunk/,danish,The Flying Trunk
https://fairytalez.com/beast-slayer/,german,The Beast Slayer
https://fairytalez.com/battle-birds/,celtic,The Battle of the Birds
https://fairytalez.com/charcoal-burner-fuller/,greek,The Charcoal-Burner And The Fuller
https://fairytalez.com/miserly-farmer/,chinese,The Miserly Farmer
https://fairytalez.com/raven-brought-fire-indians/,canadian_native,How Raven Brought Fire to the Indians
https://fairytalez.com/the-story-of-hok-lee-and-the-dwarves/,chinese,The Story of Hok Lee and the Dwarves
https://fairytalez.com/the-dog-and-the-cook/,greek,The Dog and the Cook
https://fairytalez.com/sam-chung-and-the-water-demon/,chinese,Sam-Chung and the Water Demon
https://fairytalez.com/the-elephants-child/,english,The Elephant's Child
https://fairytalez.com/king-olaf/,nordic,King Olaf
https://fairytalez.com/sleeping-beauty-wood/,french,The Sleeping Beauty in the Wood
https://fairytalez.com/the-prince-with-the-golden-hand/,slavic,The Prince with the Golden Hand
https://fairytalez.com/quest-clevernes/,brazilian,The Quest of Cleverness
https://fairytalez.com/the-loss-of-weetamoo/,north_american_native,The Loss of Weetamoo
https://fairytalez.com/the-turtle-and-his-bride/,north_american_native,The Turtle and His Bride
https://fairytalez.com/the-widows-son-2/,armenian,The Widow's Son
https://fairytalez.com/canobie-dick-and-thomas-of-ercildoun/,scottish,Canobie Dick and Thomas of Ercildoun
https://fairytalez.com/herdsman-lost-bull/,greek,The Herdsman and the Lost Bull
https://fairytalez.com/spirit-wu-lian-mountain/,chinese,The Spirit of Wu-Lian Mountain
https://fairytalez.com/the-knight-of-the-fishes/,spanish,The Knight of the Fishes
https://fairytalez.com/jackal-or-tiger/,pakistani,Jackal or Tiger?
https://fairytalez.com/magbangal/,philippine,Magbangal
https://fairytalez.com/the-king-and-the-nsiat-bird/,nigerian,The King and the 'Nsiat Bird
https://fairytalez.com/white-corn-and-the-grasshoppers/,north_american_native,White Corn and the Grasshoppers
https://fairytalez.com/the-culprit-fay/,north_american_native,The Culprit Fay
https://fairytalez.com/diamond-cut-diamond/,indian,Diamond Cut Diamond
https://fairytalez.com/the-boy-who-set-a-snare-for-the-sun/,north_american_native,The Boy Who Set a Snare for the Sun
https://fairytalez.com/the-faithlessness-of-sinogo/,philippine,The Faithlessness of Sinogo
https://fairytalez.com/origin-narran-lake/,australian_ethnic,The Origin of the Narran Lake
https://fairytalez.com/the-springs-of-blood-and-water/,north_american_native,The Springs of Blood and Water
https://fairytalez.com/yanechek-and-the-water-demon/,czechoslovak,Yanechek and the Water Demon
https://fairytalez.com/the-pack-of-ragamuffins/,german,The Pack of Ragamuffins
https://fairytalez.com/dyjhicon-the-coward-hero/,armenian,Dyjhicon: The Coward-Hero
https://fairytalez.com/the-master-of-magic/,portuguese,The Master of Magic
https://fairytalez.com/the-dirty-shepherdess/,french,The Dirty Shepherdess
https://fairytalez.com/the-old-woman-in-the-wood-2/,german,The Old Woman in the Wood
https://fairytalez.com/it-is-quite-true/,danish,It is Quite True
https://fairytalez.com/the-long-lived-ancestors/,welsh,The Long-Lived Ancestors
https://fairytalez.com/princess-miranda-and-prince-hero/,polish,Princess Miranda and Prince Hero
https://fairytalez.com/the-sluggard/,slavic,The Sluggard
https://fairytalez.com/geirrod/,nordic,Geirrod
https://fairytalez.com/how-the-rhinoceros-got-his-skin/,english,How the Rhinoceros Got His Skin
https://fairytalez.com/the-wonderful-tune/,celtic,The Wonderful Tune
https://fairytalez.com/black-brown-and-gray/,irish,"Black, Brown and Gray"
https://fairytalez.com/the-brown-bear-of-norway/,irish,The Brown Bear of Norway
http://www.albanianliterature.net/folktales/tale_23.html,albanian,The Snake Child
https://fairytalez.com/summer-kills-autumn-killed-winter/,north_american_native,Summer Kills Autumn and is Herself Killed by Winter
https://fairytalez.com/the-old-mill-at-somerville/,north_american_native,The Old Mill at Somerville
https://fairytalez.com/olde-hildenbrand/,german,Olde Hildenbrand
https://fairytalez.com/osseo-the-son-of-the-evening-star/,north_american_native,"Osseo, the Son of the Evening Star"
https://fairytalez.com/ratcatcher/,french,Ratcatcher
https://fairytalez.com/the-lords-animals-and-the-devils/,german,The Lord's Animals and the Devil's
https://fairytalez.com/the-dumb-book/,nordic,The Dumb Book
https://fairytalez.com/the-fairies-cup/,english,The Fairies' Cup
https://fairytalez.com/the-golden-bird/,german,The Golden Bird
https://fairytalez.com/little-master-misery/,russian,Little Master Misery
https://fairytalez.com/mogarzea-and-his-son/,romanian,Mogarzea and His Son
https://fairytalez.com/kabouters-bells/,dutch,The Kabouters and the Bells
https://fairytalez.com/the-enchanted-moccasins/,north_american_native,The Enchanted Moccasins
https://fairytalez.com/mamas-happy-christmas/,north_american_native,Mama's Happy Christmas
https://fairytalez.com/two-asses/,french,The Two Asses
https://fairytalez.com/the-land-of-yomi/,japanese,The Land of Yomi
https://fairytalez.com/crab/,italian,Crab
https://fairytalez.com/the-ass-in-the-lions-skin/,indian,The Ass in the Lion's Skin
https://fairytalez.com/how-the-man-found-his-mate/,north_american_native,How the Man Found His Mate
https://fairytalez.com/the-bittern-and-the-hoopoe/,german,The Bittern and the Hoopoe
https://fairytalez.com/madschun/,turkish,Madschun
https://fairytalez.com/the-story-of-the-youth-who-went-forth-to-learn-what-fear-was/,german,The Story of the Youth Who Went Forth to Learn What Fear Was
https://fairytalez.com/knos/,swedish,Knös
https://fairytalez.com/the-woodsman-and-the-serpent/,greek,The Woodsman and the Serpent
https://fairytalez.com/lad-went-north-wind/,norwegian,The Lad who Went to the North Wind
https://fairytalez.com/the-old-beggar-woman/,german,The Old-Beggar Woman
https://fairytalez.com/the-reward-of-a-benevolent-life/,chinese,The Reward of a Benevolent Life
https://fairytalez.com/river-gods-wedding-broken-off/,chinese,How the River God's Wedding was Broken Off
https://fairytalez.com/the-tree-bound/,north_american_native,The Tree-Bound
https://fairytalez.com/longshanks-girth-and-keen-the-story-of-three-wonderful-serving-men/,finnish,"Longshanks, Girth, and Keen: The Story of Three Wonderful Serving Men"
https://fairytalez.com/brynhild-house-flame/,nordic,Brynhild in the House of Flame
https://fairytalez.com/mans-first-grief/,north_american_native,Man's First Grief
https://fairytalez.com/bulgarian-hospitality/,bulgarian,Bulgarian Hospitality
https://fairytalez.com/the-old-woman-in-the-wood/,german,The Old Woman in the Wood
https://fairytalez.com/the-stolen-farthings/,german,The Stolen Farthings
https://fairytalez.com/how-pink-peony-sent-spuds-the-ball-player-up-to-pick-four-moons/,north_american_native,"How Pink Peony Sent Spuds, the Ball player, Up to Pick Four Moons"
https://fairytalez.com/the-bunbundoolooeys/,australian_ethnic,The Bunbundoolooeys
https://fairytalez.com/the-frog-king-or-iron-henry/,german,"The Frog-King, or Iron Henry"
https://fairytalez.com/the-rogue-and-the-oracle/,greek,The Rogue and the Oracle
https://fairytalez.com/owl-flies-night/,portuguese,Why the Owl Flies at Night
https://fairytalez.com/the-fox-and-the-sheep/,north_american_native,The Fox and the Sheep
https://fairytalez.com/cat-cradle/,dutch,The Cat and the Cradle
https://fairytalez.com/the-owl-and-the-eagle/,north_american_native,The Owl and the Eagle
https://fairytalez.com/arabian-nights/,arabic,The Arabian Nights
https://fairytalez.com/the-golden-root/,italian,The Golden Root
https://fairytalez.com/the-master-thief/,german,The Master-Thief
https://fairytalez.com/the-story-of-princess-hase/,japanese,The Story of Princess Hase
https://fairytalez.com/the-wonderful-bird/,romanian,The Wonderful Bird
https://fairytalez.com/the-cat-that-walked-by-himself/,english,The Cat That Walked by Himself
https://fairytalez.com/st-george-of-merrie-england/,english,St. George of Merrie England
https://fairytalez.com/the-engineer-and-the-dwarfs/,german,The Engineer and the Dwarfs
https://fairytalez.com/the-borah-of-byamee/,australian_ethnic,The Borah of Byamee
https://fairytalez.com/how-raja-rasalu-became-a-jogi/,indian,How Raja Rasâlu Became a Jôgi
https://fairytalez.com/jupiter-and-the-tortoise/,greek,Jupiter and the Tortoise
https://fairytalez.com/the-true-bride-the-story-of-ilona-and-the-kings-son/,finnish,The True Bride: The Story of Ilona and the King’s Son
https://fairytalez.com/suitors-princess-fire-fly/,hungarian,The Suitors of Princess Fire-Fly
https://fairytalez.com/the-robin-and-the-bear/,north_american_native,The Robin and the Bear
https://fairytalez.com/story-young-king-black-isles/,arabic,The Story of the Young King of the Black Isles
https://fairytalez.com/prince-narcissus-and-the-princess-potentilla/,french,Prince Narcissus and the Princess Potentilla
https://fairytalez.com/bootoolgah-crane-goonur-kangaroo-rat-fire-makers/,australian_ethnic,"Bootoolgah the Crane and Goonur the Kangaroo Rat, the Fire Makers"
https://fairytalez.com/wise-folks-2/,german,Wise Folks
https://fairytalez.com/odins-reward/,scandinavian,Odin's Reward
https://www.worldoftales.com/African_folktales/African_Folktale_43.html#gsc.tab=0,tanzanian,"Goso, the Teacher"
https://fairytalez.com/the-poor-man-and-the-rich-man/,german,The Poor Man and the Rich Man
https://fairytalez.com/the-three-princes-and-their-beasts/,lithuanian,The Three Princes and Their Beasts
https://fairytalez.com/the-lady-of-pintorp/,swedish,The Lady of Pintorp
https://fairytalez.com/the-pen-and-the-inkstand/,danish,The Pen and the Inkstand
https://fairytalez.com/the-maiden-who-was-swifter-than-the-horse/,serbian,The Maiden Who Was Swifter than the Horse
https://fairytalez.com/the-fox-that-flew/,north_american_native,The Fox That Flew
https://fairytalez.com/little-sister-the-story-of-suyettar-and-the-nine-brothers/,finnish,Little Sister: The Story of Suyettar and the Nine Brothers
https://fairytalez.com/farmer-deceived-demon/,philippine,How the Farmer Deceived the Demon
https://fairytalez.com/the-water-nix/,german,The Water-Nix
https://fairytalez.com/the-shroud/,german,The Shroud
https://fairytalez.com/little-maia/,english,Little Maia
https://fairytalez.com/dinewan-wahn-crows/,australian_ethnic,Dinewan the Emu and Wahn the Crows
https://fairytalez.com/good-st-james-and-the-merry-barber-of-compostella/,portuguese,"Good St. James, and the Merry Barber of Compostella"
https://fairytalez.com/noureddin-fair-persian/,arabic,Noureddin and the Fair Persian
https://fairytalez.com/the-three-admonitions/,italian,The Three Admonitions
https://fairytalez.com/the-boy-pu-nia-and-the-king-of-the-sharks/,hawaiian,The Boy Pu-nia and the King of the Sharks
http://www.albanianliterature.net/folktales/tale_02.html,albanian,The Scurfhead
http://www.albanianliterature.net/folktales/tale_01.html,albanian,The Boy and the Earthly Beauty
https://fairytalez.com/fin-went-kingdom-big-men/,celtic,How Fin Went to the Kingdom of Big Men
https://fairytalez.com/the-first-of-may/,greek,The First of May
https://fairytalez.com/princess-pepperina/,indian,Princess Pepperina
https://fairytalez.com/snowdrop/,german,Snowdrop
https://fairytalez.com/the-cobbler/,italian,The Cobbler
https://fairytalez.com/truthful-joseph/,italian,Truthful Joseph
https://fairytalez.com/adventures-prince-camaralzaman-princess-badoura/,arabic,The Adventures of Prince Camaralzaman and the Princess Badoura
https://fairytalez.com/shepherd-lion/,french,The Shepherd and the Lion
https://fairytalez.com/how-the-tinguian-learned-to-plant/,philippine,How the Tinguian Learned to Plant
https://fairytalez.com/how-dippy-the-wisp-and-slip-me-liz-came-in-the-moonshine-where-the-potato-face-blind-man-sat-with-his-accordion/,north_american_native,How Dippy the Wisp and Slip Me Liz Came in the Moonshine Where the Potato Face Blind Man Sat with His Accordion
https://fairytalez.com/the-snow-man/,nordic,The Snow Man
https://fairytalez.com/the-rivers-and-the-sea/,greek,The Rivers and the Sea
https://fairytalez.com/the-goblin-pony/,french,The Goblin Pony
https://fairytalez.com/the-story-of-prometheus/,greek,The Story of Prometheus:
https://fairytalez.com/the-tortoise-and-the-ducks/,greek,The Tortoise and the Ducks
https://fairytalez.com/lion-three-bulls/,greek,The Lion and the Three Bulls
https://fairytalez.com/man-wooden-god/,french,The Man and the Wooden God (La Fontaine)
